ticker,tv,bars,cost,beat,trades,expo,win,mean_tr,med_tr,null_beat,null_win,null_mean
GGRM,26117456251.000046,6261,0.006538086303939962,False,144,0.49912154607890113,0.2777777777777778,0.0018727570230295332,-0.032841119557671196,0.05,0.4392361111111111,0.0022537010571404203
GGRP,67392701.00000006,1675,0.010339336492890996,False,40,0.4829850746268657,0.275,-0.02019835482546034,-0.0467882491031001,0.3,0.3725,-0.0056365881960566445
GHON,9927751.000000013,2052,0.008515451895043732,False,62,0.4844054580896686,0.1935483870967742,-0.0393038468774947,-0.033146124428913314,0.1,0.3951612903225806,-0.00434732745781343
GIAA,3686104101.000001,3821,0.012169994106293434,True,75,0.39466108348599843,0.25333333333333335,0.00998738729220733,-0.0410955787052078,0.7,0.312,-0.013725824799014612
GJTL,4288018751.0000024,6006,0.01264225352112676,False,146,0.4786879786879787,0.2671232876712329,0.015775059819459453,-0.04733168009503587,0.0,0.4089041095890411,0.004367153477957466
GLOB,371501.0000000003,1672,0.014258008658008657,True,31,0.3145933014354067,0.1935483870967742,-0.014405696449261202,-0.04034496517974775,0.6,0.29838709677419356,0.0006313483279531604
GLVA,16445001.00000002,1608,0.01166060606060606,False,42,0.48383084577114427,0.21428571428571427,-0.01576088858486715,-0.045677814105641666,0.15,0.41309523809523807,0.000496231002844451
GMFI,323598150.9999996,2181,0.018258227848101265,True,46,0.4103622191655204,0.30434782608695654,-0.003388429703745279,-0.034656077310466875,0.65,0.3239130434782609,-0.021139100845967197
GMTD,1.0,6390,0.013933333333333332,False,104,0.3809076682316119,0.2403846153846154,0.09862313391372114,-0.013933333333333332,0.0,0.275,0.0634808171434612
GOLD,4437801.000000002,3967,0.013933333333333332,False,126,0.4487017897655659,0.11904761904761904,-0.053750207345524846,-0.04902227050289224,0.05,0.30634920634920637,-0.008094866152802988
GOLF,892490651.0,515,0.015033962264150942,False,13,0.3825242718446602,0.23076923076923078,-0.04663753249336799,-0.04230671168085482,0.65,0.3192307692307692,-0.017512406816033277
GOOD,356200751.0000003,1921,0.010976344086021505,False,54,0.43206663196251954,0.14814814814814814,-0.015062483875994015,-0.02940978088781505,0.0,0.275,-0.010019236019730158
GOTO,218270653501.0002,1048,0.018933333333333333,True,25,0.4064885496183206,0.2,-0.04229045928246367,-0.04834509803921569,0.85,0.292,-0.043865650872232154
GPRA,112840400.99999993,4628,0.014774311926605506,False,116,0.43215211754537597,0.15517241379310345,-0.022069343746881815,-0.054778269893033645,0.05,0.3426724137931034,-0.009640271894700084
GPSO,670233000.9999988,1198,0.01264225352112676,True,26,0.44991652754590983,0.2692307692307692,0.245241648895468,-0.03523484611371931,0.2,0.3596153846153846,0.03317888321019354
GRIA,285006751.0000003,730,0.014371929824561404,False,18,0.5438356164383562,0.2777777777777778,0.015578075705531444,-0.043355446308077895,0.2,0.44722222222222224,0.01411339903286047
GRPH,15097501.000000007,618,0.0256,True,13,0.3818770226537217,0.23076923076923078,0.01457714050009106,-0.04520784313725494,0.65,0.2230769230769231,0.015319335752801207
GRPM,116596100.99999987,750,0.023143859649122807,True,17,0.404,0.23529411764705882,0.24652500040534578,-0.04536602226221998,0.25,0.2911764705882353,0.05444761098852192
GSMF,211562.00102043143,6154,0.019860244899948615,False,170,0.49333766655833605,0.18823529411764706,-0.02066671469761452,-0.07249184382860022,0.05,0.34558823529411764,0.0064931122022530395
GTBO,18140600.999999985,2413,0.013292307692307694,False,43,0.33858267716535434,0.13953488372093023,0.1557602858074379,-0.07995897435897434,0.25,0.25232558139534883,0.02204964332022782
GTRA,212197351.0000001,809,0.010891005291005292,True,18,0.47095179233621753,0.4444444444444444,0.03434063291315991,-0.017748158872670512,0.45,0.49166666666666664,0.03823646336111235
GTSI,359604801.00000024,1196,0.024830769230769233,False,28,0.4682274247491639,0.17857142857142858,0.04507465818375473,-0.060940013500598994,0.15,0.2982142857142857,0.021382054873949438
GULA,2280015900.999996,976,0.011482352941176471,False,15,0.5870901639344263,0.4,0.1446072935026867,-0.07634721780604134,0.2,0.53,0.0782719919340092
GUNA,162456200.99999982,514,0.012846376811594203,True,9,0.3852140077821012,0.4444444444444444,0.036977781551348336,-0.012846376811594203,0.1,0.36666666666666664,-0.014386186325102437
GWSA,22188001.000000007,3606,0.01222251655629139,False,89,0.44869661674986133,0.21348314606741572,-0.01404461699835901,-0.037348144696994906,0.15,0.36404494382022473,-0.0030783947732597283
GZCO,756753745.4198599,4489,0.01580408163265306,False,100,0.4154600133660058,0.25,-0.004360798188345999,-0.04425607731765845,0.15,0.3285,-0.0022220291544324485
HADE,50001.00000000001,5520,0.0256,False,73,0.288768115942029,0.1917808219178082,0.1244689227672887,-0.04520784313725494,0.2,0.15616438356164383,0.026423097252536627
HAIS,1304844351.0000012,1201,0.01485925925925926,True,25,0.4954204829308909,0.36,0.0003385831879686155,-0.028100053372050814,0.6,0.39,-0.004775975660245464
HAJJ,846693000.9999993,805,0.013292307692307694,True,17,0.4894409937888199,0.4117647058823529,0.0038076866457674523,-0.02619553349875934,0.2,0.4117647058823529,-0.02868365956086315
HALO,551470076.0,843,0.020092753623188405,True,17,0.4472123368920522,0.23529411764705882,-0.011053691593211809,-0.03970059676044335,0.4,0.3176470588235294,-0.016474320914234203
HATM,9895416601.000013,982,0.012952941176470587,False,25,0.5325865580448065,0.32,0.005007750043250721,-0.0558101451209789,0.0,0.462,0.02878607845598957
HBAT,46438200.99999997,731,0.02733913043478261,False,17,0.5020519835841313,0.35294117647058826,0.11802659082020972,-0.06148547189819727,0.1,0.5029411764705882,0.0517753534514743
HDFA,1546750.999999999,3761,0.011413953488372094,False,101,0.4373836745546397,0.09900990099009901,-0.05189361296560755,-0.05686847378387411,0.2,0.30346534653465346,-0.00618238378140381
HDIT,24359000.99999999,1724,0.0192986301369863,True,35,0.345707656612529,0.2857142857142857,0.08417439787973167,-0.08083709167544784,0.5,0.19,-0.010342130422067223
HDTX,1.0,4070,0.0106,False,74,0.3864864864864865,0.20270270270270271,-0.0019312733607007252,-0.030340259740259723,0.4,0.21486486486486486,0.017577662494245083
HEAL,6380567501.000009,2025,0.009910344827586206,False,45,0.43209876543209874,0.37777777777777777,0.002600848100789282,-0.01700249484282931,0.05,0.3877777777777778,-0.006617482412635245
HELI,14710201.000000024,2060,0.014774311926605506,True,47,0.46310679611650485,0.2765957446808511,0.12517392502542374,-0.05517835233064595,0.35,0.3659574468085106,0.026095494027980184
HERO,5436500.999999997,6245,0.012505219872501252,False,142,0.4291433146517214,0.22535211267605634,-0.00040683335647638053,-0.038146217457678266,0.05,0.30985915492957744,0.002482941482925467
HEXA,312612001.0000001,5964,0.008576190476190477,False,124,0.5365526492287056,0.46774193548387094,0.0690970264934795,-0.018677613010186184,0.0,0.49798387096774194,0.03360322984774744
HITS,1387501.000000001,3282,0.01485925925925926,False,79,0.46404631322364415,0.1518987341772152,-0.027148909024507055,-0.03472680838910149,0.45,0.23924050632911392,-0.01117017759571898
HMSP,12136209750.999996,6184,0.01106448087431694,False,139,0.5053363518758085,0.3237410071942446,0.0028649228244495757,-0.0266085513406778,0.0,0.4118705035971223,0.009557329867416123
HOKI,4891854600.999992,2253,0.012356756756756758,False,45,0.4380825565912117,0.24444444444444444,-0.002888323515501279,-0.05023587098511997,0.35,0.38222222222222224,-0.005974357621365026
HOME,4405463.43038,2640,0.012593006993006993,False,71,0.5053030303030303,0.18309859154929578,-0.06057317645042808,-0.05324244624209403,0.1,0.3528169014084507,-0.009809835367398776
HOMI,1129424501.0000014,1436,0.01037326968973747,False,30,0.43036211699164345,0.23333333333333334,0.048958271714243926,-0.06568138439382533,0.45,0.36833333333333335,0.016761177157857403
HOPE,201489101.0000002,1268,0.022991304347826088,True,23,0.37697160883280756,0.30434782608695654,0.14957374742269505,-0.042599147485081035,0.15,0.3130434782608696,0.03681169843564251
HOTL,96978350.99999997,1551,0.012742857142857143,False,52,0.45454545454545453,0.057692307692307696,-0.054572501621353124,-0.054341592383210874,0.3,0.25769230769230766,-0.01579978793629835
HRME,90690051.0,1788,0.025207843137254902,True,35,0.4256152125279642,0.17142857142857143,0.013894908154597159,-0.044815686274509846,0.3,0.26285714285714284,-0.023436316763800206
HRTA,1143124400.9999986,2259,0.012846376811594203,False,61,0.4909251881363435,0.29508196721311475,0.022093385438345183,-0.030703515313578206,0.0,0.43688524590163935,0.016980352161966604
HRUM,14943093750.999989,3908,0.012010256410256409,True,80,0.45445240532241554,0.3625,0.050853418637895775,-0.025827901849276497,0.1,0.42,0.0023935919066170198
HUMI,6867766651.000003,729,0.0155009900990099,True,14,0.4897119341563786,0.35714285714285715,0.12498041500579773,-0.02111899250634563,0.4,0.39285714285714285,0.0514429723080731
HYGN,133789100.99999985,602,0.012544444444444445,False,17,0.49169435215946844,0.23529411764705882,-0.012921796883403072,-0.03268227262107068,0.2,0.3911764705882353,-0.004366730686733102
IATA,69681501.00000006,4901,0.0256,False,83,0.3070801877167925,0.14457831325301204,0.005849909698641808,-0.055675207102398525,0.05,0.172289156626506,-0.013960622263706854
IBFN,154201.0000000001,1074,0.011425991463556894,True,21,0.4925512104283054,0.14285714285714285,-0.028977997905181276,-0.02285544598592699,0.75,0.34285714285714286,-0.04217350777137943
IBOS,721094976.000001,1039,0.015123809523809525,True,21,0.4359961501443696,0.42857142857142855,0.15037757063813983,-0.04845714285714285,0.35,0.42142857142857143,0.016029758147347337
ICBP,31733114375.999966,6439,0.010575124378109452,False,138,0.5284982140083864,0.34782608695652173,0.020685787709335695,-0.03229013514438342,0.0,0.4644927536231884,0.0070890462769848265
ICON,1174694.1020507812,4765,0.014518407647273277,False,87,0.3666316894018888,0.27586206896551724,-0.010573204165143412,-0.03451840764727329,0.55,0.2591954022988506,-0.00643213494482093
IDEA,193846500.99999967,1195,0.02199344262295082,False,27,0.499581589958159,0.2222222222222222,-0.019851545997677085,-0.06366005575867355,0.3,0.42592592592592593,-0.004340727346680952
IDPR,17394750.999999978,2627,0.0128992700729927,False,65,0.4438523030072326,0.16923076923076924,-0.019154812874586116,-0.06240419022306072,0.6,0.35307692307692307,-0.010421304397966017
IFII,28453501.00000001,1617,0.011734969325153374,False,38,0.48608534322820035,0.2631578947368421,-0.017121508541850586,-0.024314194714569012,0.0,0.41710526315789476,-0.011936653809120155
IFSH,8070250.999999995,1620,0.010650505050505051,False,46,0.47901234567901235,0.2826086956521739,0.016119651005436542,-0.03516088330446751,0.15,0.40108695652173915,0.01961413104034258
IGAR,33127500.999999978,6406,0.012266666666666667,False,155,0.4793943178270372,0.2709677419354839,0.008339436812579312,-0.02993446442242533,0.0,0.3664516129032258,0.004297459481877449
IIKP,78487501.00000006,4074,0.01948888888888889,False,114,0.48576337751595483,0.20175438596491227,-0.055961321580098145,-0.05044120536227009,0.35,0.3201754385964912,0.05258363536809586
IKAI,1524877.6587905898,6126,0.025023309735120455,False,137,0.41234084231145934,0.19708029197080293,-0.0010998596443797517,-0.066689979231768,0.1,0.27262773722627737,-0.001876640029195496
