sig,w,tp,sl,theory_p,measured_p,timeout,mean_sym,mean_real,eff_n,bars,se,se_ret,n,err,z_p,z_r
0.02,0.05,0.05,0.05,0.5,0.4957846153846154,0.0,-0.0004215384615384621,-0.0032355336784719085,27409.75145608673,7.11425641025641,0.0030199657715978016,0.0003019973515129566,195000,0.004215384615384621,1.3958385406316536,1.3958349615538828
0.02,0.05,0.025,0.1,0.8,0.7931948717948718,0.0,-0.0008506410256410919,-0.001974749569190659,25791.42890281464,7.560651282051282,0.0025219292512091056,0.00031524196471490433,195000,0.006805128205128241,2.698381884371107,2.6983749654345255
0.02,0.05,0.1,0.025,0.2,0.2036871794871795,0.0,0.00046089743589743614,-0.004218873421866642,28512.08530006111,6.839205128205128,0.0023851143773386293,0.0002981400616300055,195000,0.003687179487179476,1.545913069080454,1.545909105195712
0.02,0.1,0.1,0.1,0.5,0.49346153846153845,0.0,-0.001307692307692254,-0.004038360696602406,7500.750075007501,25.9974,0.005772720361561009,0.0011545470326930045,195000,0.0065384615384615485,1.1326482366960653,1.132645332466045
0.02,0.1,0.05,0.2,0.8,0.7940615384615385,0.0,-0.001484615384615339,-0.0024919869495844296,6620.385773927014,29.454476923076925,0.004969974541019122,0.0012424968211481502,195000,0.005938461538461559,1.1948675972983642,1.1948645335313253
0.02,0.1,0.2,0.05,0.2,0.19684615384615384,0.0,-0.0007884615384615835,-0.005333100120268596,8070.941934640335,24.160748717948717,0.0044258911334478625,0.0011064756204825785,195000,0.0031538461538461737,0.712590088357926,0.7125882612015471
0.02,0.2,0.2,0.2,0.5,0.49384102564102567,0.0,-0.0024635897435897436,-0.0048752025742087686,1869.1498742618824,104.32550256410256,0.011564183934840865,0.004625685434683433,195000,0.006158974358974334,0.5325904874634881,0.5325891218451052
0.02,0.2,0.1,0.4,0.8,0.7982215966589442,0.0016974358974358975,-0.0012378011256518385,-0.0019713393370182366,1472.9909246327197,132.3837076923077,0.0104568057865439,0.0052297075517673906,195000,0.0017784033410558342,0.17007137527067123,0.236686490286349
0.02,0.2,0.4,0.1,0.2,0.19495384615384614,0.0,-0.0025230769230769274,-0.0069388273466813085,2267.1190292044284,86.01224615384615,0.008320302811684102,0.004160162072937964,195000,0.005046153846153867,0.6064868022672941,0.6064852471709342
